lng,num_ratings,tid,name,rating,features,elevGain,lat,elevMax,kml,length
-117.2584,8,hall-mountain,"Hall Mountain",3.4,fmvsaed,4130,48.8075,6323,,14.0
-122.8266,18,green-mountain-1,"Green Mountain - Gold Creek Trail",3.7,vsed,1000,47.5517,1639,,5.0
-121.4800,3,gotchen-creek,"Gotchen Creek-Aiken Lava Bed East",2.7,rvp,2600,46.0932,6300,,11.0
-123.5698,5,graves-creek,"Graves Creek",2.0,roa,1200,47.5728,1880,,7.0
-122.5562,4,hansville-greenway,"Hansville Greenway",3.8,lakd!,100,47.9080,180,,2.6
-120.4643,0,gray-peak,"Gray Peak",0.0,vs,,48.2674,8074,,
-119.9042,4,golden-stairway-1,"Golden Stairway",2.5,rmvp,3550,48.5673,6850,,6.3
-122.0248,5,green-to-cedar-river-trail,"Green to Cedar River Trail",3.8,fmakd,50,47.3614,,,5.6
-123.9337,17,hoh-river,"Hoh River Trail to Five Mile Island",3.5,rovaek!,300,47.8597,800,,10.6
-121.6358,5,high-pass-1,"High Pass",3.2,fv,,48.9523,,,
-121.0914,10,hex-mountain,"Hex Mountain Snowshoe",3.9,vp!,2600,47.2850,5034,,7.0
-121.0753,10,heather-lake,"Heather Lake (near Lake Wenatchee)",4.1,lofvkd,1350,47.8664,3950,,7.0
-120.2034,4,hidden-lakes,"Hidden Lakes",4.8,,,48.7856,,,
-123.4319,9,heather-park,"Heather Park",3.1,v,3800,48.0391,5740,,10.0
-123.9512,2,hoh-river-elk-lake,"Hoh River Trail to Elk Lake",4.0,rlwomvape,,47.8536,,,33.0
-117.7319,0,headquarters-trail,"Headquarters Trail",0.0,lak,,48.4617,,,0.5
-121.4779,10,headlee-pass-and-vesper-lake,"Headlee Pass and Vesper Lake",3.5,rlmvp,2700,48.0251,4950,,7.0
-122.0083,7,hazel-wolf-wetlands,"Hazel Wolf Wetlands",3.7,lofmak,60,47.5991,525,,1.7
-121.8913,30,high-rock,"High Rock",4.3,vs,1365,46.6664,5685,,3.2
-122.1042,7,harmony,"Harmony Falls",4.1,lw,650,46.2745,4060,,2.4
-121.6849,5,heather-meadows,"Heather Meadows",3.2,v,,48.8498,,,
-121.5306,0,harris-lake-trail,"Harris Lake Trail",0.0,vd,1300,47.3630,4100,,8.0
-122.0298,3,high-school-trail,"High School Trail",3.7,fmakd,375,47.5193,480,,2.1
-122.0200,4,hardy-rodney-falls,"Hardy and Rodney Falls",3.0,wm,1200,45.6325,1648,,3.5
-121.9925,2,high-hut-mt.-tahoma-trails,"High Hut Snowshoe",3.0,v,2400,46.6998,4800,,7.8
-117.8290,4,hog-lake,"Hog Canyon Lake",3.5,lma,670,47.3610,2200,,5.4
-121.9663,4,hobart-middle-tiger-railroad-grade,"Hobart - Middle Tiger Railroad Trail",3.5,fmvakd,1550,47.4808,2180,,10.2
-121.7740,78,heather-lake-1,"Heather Lake",3.8,lwomvkd,1034,48.0829,2430,,4.6
-123.4245,1,heart-o-the-forest,"Heart O' the Forest",2.0,oek,,48.0350,,,4.6
-121.9727,3,holder-knob,"Holder Knob",4.0,,,47.4325,,,
-120.8064,13,hidden-lake,"Hidden Lake (Lake Wenatchee)",3.2,loek,220,47.8216,2320,,1.6
-121.5352,33,heybrook-lookout,"Heybrook Lookout",3.4,vkd,850,47.8084,1700,,2.6
-121.7371,8,high-lakes-loop,"High Lakes Loop",3.6,,,46.7762,,,
-121.2840,3,hibox-mountain,"Hibox Mountain",4.0,mvs,3900,47.4008,6560,,10.0
-121.9436,5,high-point-trail,"High Point Trail",2.8,d,,47.5304,1150,,2.0
-121.7740,6,heather-lake-snowshoe,"Heather Lake Snowshoe",3.2,lwovk!,1100,48.0829,2440,,4.6
-121.4026,4,heart-lake,"Heart Lake",2.0,lwvd,150,46.1607,500,,3.0
-121.8957,27,heliotrope-ridge,"Heliotrope Ridge",4.2,wfmvekd,1400,48.8021,5100,,5.5
-120.8579,5,high-pass,"High Pass",2.4,lmvape,4500,48.0771,7100,,26.0
-120.7864,5,holden-lake,"Holden Lake",3.8,l,,48.2006,,,
-121.5960,6,high-lakes,"High Lakes Ramble",3.0,lma,200,46.2930,4329,,5.4
-123.7677,8,high-divide-1,"High Divide",3.1,,,47.9397,,,
-120.9004,3,hex-mountain-1,"Hex Mountain",3.0,vsp,,47.2705,,,
-120.7792,2,holden-to-heart-lake,"Holden to Hart Lake",2.0,lwfved,1000,48.1995,3982,,9.0
-121.2152,32,hidden-lake-lookout,"Hidden Lake Lookout",4.5,lwfmvsp,3300,48.5148,6900,http://wta.org/kml/hidden-lake-lookout.kmz,8.0
-121.5548,0,hegg-benson-trail,"Hegg-Benson Trail",0.0,wkd,,48.4929,,,1.2
-123.1201,2,heather-creek-trail,"Heather Creek Trail via Upper Dungeness River",3.5,romved,1800,47.8948,4200,,15.8
-122.0218,4,hidden-forest,"Hidden Forest Trail",4.2,fvd,2650,47.5000,2340,,7.4
-120.6788,5,hatchery-creek,"Hatchery Creek",2.2,lmvap,4000,47.5692,6700,,13.0
-122.2165,17,harrys-ridge,"Harry's Ridge",3.6,lfvp,970,46.2765,4752,,8.2
-122.0218,3,hardy-ridge-connector,"Bridge Trail - (Hardy Ridge Connector)",2.3,kd,,45.6589,,,
-121.0611,3,happy-panther,Happy-Panther,2.7,lwmvad,550,48.7268,2000,,12.5
-120.8454,4,hardscrabble-creek,"Hardscrabble Creek",3.0,w,,47.4344,,,
-120.7117,5,hardy-canyon,"Hardy Canyon",3.0,ma!,2500,46.8335,,,9.0
-121.0417,2,hawkins-mountain,"Hawkins Mountain",3.5,lmvs,3360,47.4538,7160,,10.0
-118.3104,0,hawk-creek-lake-roosevelt-nra,"Hawk Creek - Lake Roosevelt National Recreation Area",0.0,rwae,900,47.8109,,,4.5
-122.0318,0,hardy-ridge,"Hardy Ridge",0.0,mped!,1860,45.6380,2700,,9.5
-121.0628,5,happy-creek-nature-trail,"Happy Creek Nature Trail",3.6,,,48.7274,,,
-122.8836,6,harstine-island-state-park,"Harstine Island State Park",3.5,crokd,200,47.2303,175,,1.5
-123.6930,4,happy-lake-ridge,"Happy Lake Ridge",2.8,lmvae,4400,47.9776,5280,,18.0
-122.0127,1,hardy-creek,"Hardy Creek",2.0,d,,45.6430,,,
-120.3827,2,horse-lake-reserve,"Horse Lake Reserve",4.0,fmvsak,,47.4620,,,5.2
-121.8130,7,indian-henrys-hunting-ground,"Indian Henry's Hunting Ground via Tahoma Creek",3.9,lmvap,2520,46.7500,5400,,12.0
-120.8945,8,icicle-gorge-loop,"Icicle Gorge Nature Loop",3.8,rwfmakd,150,47.6086,2800,,4.2
-120.4998,4,howard-creek,"Howard Creek",2.0,fmv,,47.3159,5600,,6.0
-122.1779,5,horseshoe-ridge,"Horseshoe Ridge",2.6,map,3300,45.9465,3475,,11.9
-120.7969,11,icicle-ridge,"Icicle Ridge via Fourth of July Creek",3.3,mvp,4370,47.5783,7020,,12.0
-120.6834,12,icicle-ridge-1,"Icicle Ridge",3.4,rmvapd,1800,47.5830,3000,,6.0
-122.8774,3,iceberg-point,"Iceberg Point",3.0,cmvkd,50,48.4247,,,3.0
-120.9413,2,indian-creek-snowshoe,"Indian Creek Snowshoe",3.5,v!,1300,47.9610,3600,,14.0
-122.5980,2,illahee-preserve,"Illahee Forest Preserve",3.0,d,210,47.5976,530,,2.7
-121.9117,8,horseshoe-bend,"Horseshoe Bend",3.2,rofmkd,220,48.9023,1200,,2.4
-120.8376,2,howard-lake,"Howard Lake",2.5,lofvak,600,48.3801,2180,,3.3
-121.6910,4,huntoon-point,"Huntoon Point",5.0,vp!,1200,48.8467,5200,,6.0
-121.6361,5,indian-bar,"Indian Bar - Cowlitz Divide",3.6,rwmvape,2900,46.7653,5914,,15.0
-121.3573,10,huckleberry-mountain,"Huckleberry Mountain",2.7,ofvsp,4600,48.2707,5483,,12.0
-120.8350,4,ice-creek-ice-lakes,"Ice Creek - Ice Lakes",4.0,rlwovsap,4200,48.0831,6900,,28.0
-121.0984,7,hyas-lake,"Hyas Lake",2.0,rlovekd,100,47.5452,3500,,4.0
-122.0819,5,independence-pass,"Independence Pass Loop",3.0,lvap,300,46.3045,4500,,8.0
-121.9878,4,iron-creek-campground,"Iron Creek Campground",2.8,rofmek,0,46.4291,1200,,1.5
-119.9041,10,horseshoe-basin-pasayten,"Horseshoe Basin",3.3,mvaped,1550,48.9086,7200,,12.0
-121.6411,8,huckleberry-creek,"Huckleberry Creek",3.1,rokd,,46.9149,3200,,2.0
-123.5856,6,humes-ranch,"Humes Ranch - Elwha River Loop",3.8,rfmvak,250,47.9741,,,6.5
-122.2445,0,i-90-trail,"I-90 Trail",0.0,lvkd,,47.5927,,,20.0
-121.5226,17,independence-and-north-lakes,"Independence and North Lakes",3.8,lomvpk,2200,48.1170,4950,,7.0
-120.6732,18,ingalls-creek,"Ingalls Creek",3.6,rmvek,1450,47.4628,3450,,11.0
-121.5843,61,ira-spring-memorial,"Ira Spring Trail - Mason Lake",4.2,lwmvped,2420,47.4257,4320,,6.5
-123.5178,15,hurricane-hill,"Hurricane Hill",4.0,mvsapk,650,47.9766,5757,,3.2
-122.2717,13,hummocks,"Hummocks Trail",3.6,rmvak,100,46.2869,2500,,2.3
-121.7683,6,indian-heaven,"Indian Heaven",2.5,,,46.0938,,,
-121.5162,5,humpback-mountain,"Humpback Mountain",3.6,ovsd,2500,47.3784,5174,,4.0
-120.7187,16,iron-bear,"Iron Bear - Teanaway Ridge",3.8,mvp,1900,47.3542,5489,,6.5
-118.2398,5,hoodoo-canyon,"Hoodoo Canyon",2.4,loed,1430,48.6242,3740,,6.5
-121.6446,4,inter-glacier,"Inter Glacier",3.0,rwmvpe,2920,46.9019,7150,,4.6
-120.4945,4,horton-butte,"Horton Butte",3.5,,,48.1460,,,
-123.0413,5,home-lake,"Home Lake",4.0,lsp,3000,47.8280,5330,,19.4
-122.1779,4,huffman-peak,"Huffman Peak",3.5,vs,3990,45.9465,3830,,1.6
-120.8179,4,horseshoe-lake,"Horseshoe Lake",3.8,lwvp,,47.5300,,,16.0
-120.9500,9,icicle-creek,"Icicle Creek",3.4,roek,,47.6124,,,4.0
-121.8315,5,ipsut-pass,"Ipsut Pass",3.2,wom,2800,46.9771,5150,,8.0
-121.1044,5,howson-creek,"Howson Creek",2.6,mvsp,3400,47.3514,5700,,7.0
-121.8766,1,howard-peak,"Howard Peak",1.0,,,46.9374,,,
-121.8315,7,ipsut-falls,"Ipsut Falls",3.1,woak,300,46.9771,2650,,11.4
-123.4985,6,hurricane-hill-snowshoe,"Hurricane Ridge Snowshoe",3.0,vk!,800,47.9694,5757,,6.0
-120.6888,0,icicle-river-road-snowshoe,"Icicle River Road Snowshoe",0.0,r,,47.5476,,,
-121.8392,5,indian-racetrack,"Indian Racetrack",3.4,lmvk,700,46.1298,5200,,5.0
-123.6553,5,irely-lake,"Irely Lake and Big Creek",3.0,k,200,47.5675,700,,2.2
-122.5410,0,hope-island,"Hope Island",0.0,,,48.3982,,,
-120.9455,6,indian-creek,"Indian Creek",2.7,rovae,800,47.9632,3100,,8.0
-121.7582,2,indian-heaven-junction-lake,"Junction Lake",2.5,lome,700,45.9811,4780,,5.0
-121.6753,0,huckleberry-snowshoe-route,"Huckleberry Snowshoe Route ",0.0,,,48.8946,,,
-121.8392,5,ice-cave-natural-bridges-nature-trails,"Ice Cave - Natural Bridges Nature Trails",2.2,k,0,46.1298,2900,,0.2
-120.8699,4,index-creek,"Index Creek",3.5,,,47.6793,,,
-120.8945,2,icicle-gorge-view-trail,"Icicle Gorge View Trail",4.5,vek,200,47.6086,2900,,2.2
-117.2808,18,iller-creek,"Iller Creek",3.9,fmvapkd!,1200,47.6053,3200,,5.0
-121.5714,5,index-town-wall,"Index Town Wall",3.4,vs,1270,47.8174,,,2.6
-121.6292,5,horseshoe-meadow,"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",3.8,omvape,1900,46.1701,6100,,11.0
-120.3305,6,horan-natural-area-wenatchee-confluence,"Horan Natural Area",4.0,rak,0,47.4601,640,,2.5
-120.7070,0,jester-mountain,"Jester Mountain",0.0,vsd,628,47.3511,5508,,4.5
-122.1569,6,june-lake,"June Lake",3.5,lmvap,415,46.1373,3140,,2.6
-121.4366,6,jug-lake,"Jug Lake",2.7,led,1485,46.7230,4480,,7.4
-122.4710,4,island-center-forest,"Island Center Forest",3.0,fakd,200,47.4365,425,,10.0
-120.9185,4,jack-creek,"Jack Creek",4.2,,,47.6060,,,
-121.1803,1,jade-lake,"Jade Lake",5.0,lfd,,47.5989,4400,,21.0
-122.2283,0,jetty-island,"Jetty Island",0.0,k,0,48.0039,5,,4.0
-121.7874,2,iron-mountain-snowshoe,"Iron Mountain Snowshoe",2.5,o!,1800,48.4875,4000,,9.0
-120.2952,5,john-wayne-trail-army-west,"John Wayne Trail - Army West",3.8,ma,500,46.9595,,,8.0
-120.6425,0,kangaroo-temple,"Kangaroo Temple",0.0,,,48.5143,,,
-121.2065,17,iron-goat-trail,"Iron Goat Trail",3.5,rwmvd,700,47.7292,2800,,6.0
-121.9311,8,iverson-railroad-trail,"Iverson Railroad Trail",2.8,d,850,47.4676,1750,,3.0
-121.6995,17,kamikaze-falls,"Teneriffe Falls (Kamikaze Falls)",3.8,wmvd,1420,47.4862,2370,,6.0
-121.2460,6,kachess-lake-shore,"Kachess Lake",3.5,lok,50,47.3587,2300,,1.0
-121.7707,7,iron-horse,"John Wayne Trail - Rattlesnake Lake",2.9,wfvakd,300,47.4341,1100,,11.0
-122.1569,2,june-lake-snowshoe,"June Lake Snowshoe",2.5,rlwovk!,500,46.1352,3140,,4.8
-120.9361,4,iron-peak-1,"Iron Peak",3.8,mvpd,2600,47.4174,6510,,7.0
-120.8857,5,johnson-medra-creek,"Johnson Creek - Medra Pass",3.2,rmvp,2250,47.3812,5420,,8.0
-121.0360,9,irving-pass,"Poe Mountain via Irving Pass",3.8,fmvsp,1800,47.8953,6000,,5.0
-121.5022,0,jumpoff-ridge,"Jumpoff Ridge",0.0,fvp,1800,47.8538,2600,,8.0
-121.2622,21,johnson-ridge,"Johnson Ridge",4.1,mvspd,2650,47.7966,5540,,4.0
-121.4433,4,kaleetan-peak,"Kaleetan Peak",4.0,,,47.4152,,,
-123.1315,4,jefferson-ridge,"Jefferson Ridge",3.8,rvkd,1832,47.5712,3832,,4.8
-122.2921,0,japanese-gulch,"Japanese Gulch",0.0,rwovkd,174,47.9468,363,,4.0
-122.0531,2,josephine-lake-1,"Josephine Lake (Skagit)",3.0,,,48.5429,,,
-121.4878,3,kaleetan-lake,"Kaleetan Lake",3.3,rle,,47.3979,4200,,20.2
-121.5806,4,jordon-creek,"Jordan Creek",2.8,,,46.5077,,,
-121.8258,2,kautz-creek-snowshoe,"Kautz Creek Snowshoe",4.0,v!,2800,46.7698,5300,,8.0
-120.9250,4,jackita-ridge,"Jackita Ridge",3.0,mvp,,48.7060,,,
-119.0254,6,juniper-dunes-wilderness,"Juniper Dunes Wilderness",3.0,oma!,300,46.3246,1050,,15.0
-121.8276,0,iron-mountain-1,"Iron Mountain",0.0,vsp,,46.7973,,,
-120.9032,4,jungle-creek,"Jungle Creek",2.2,,,47.3414,,,
-118.4776,4,jungle-hill,"Jungle Hill Loop",3.5,ofmvaed,2400,48.6066,,,12.0
-120.8723,9,iron-peak,"Iron Peak Loop",3.3,mvsad,3600,47.3888,6387,,14.5
-122.1018,4,jackpine-shelter,"Pine Creek",4.5,ok,200,46.1543,3125,,2.2
-121.3923,2,keechelus-lake-john-wayne,"Lake Keechelus Snowshoe",3.5,lvsk!,200,47.3915,2500,,4.0
-121.0991,5,jolly-mountain,"Jolly Mountain",2.0,vs,4000,47.4044,6440,,12.0
-121.6835,1,island-lake-3,"Island Lake",4.0,,,48.0326,,,
-120.8719,2,iron-horse-trail-ellensburg,"John Wayne Trail - Ellensburg Trailhead",2.5,,,47.1708,,,
-121.7434,4,jumbo-peak,"Jumbo Peak",2.8,mvs,1300,46.3354,5801,,6.0
-120.8938,4,jack-pine-trail,"Jack Pine Trail",2.8,,,47.6089,,,
-119.9644,4,john-wayne-trail-army-east,"John Wayne Trail - Army East",2.5,m,500,46.8437,1500,,8.0
-121.9486,4,k-3-trail,"K-3 Trail",2.5,d,,47.5128,,,0.6
-121.1737,8,kachess-ridge,"Kachess Ridge / Kachess Beacon",3.2,lovp,2200,47.2672,4600,,5.8
-122.7073,0,joseph-whidbey-state-park,"Joseph Whidbey State Park",0.0,,,48.3081,,,
-121.1623,0,iron-goat-trail-snowshoe,"Iron Goat Trail Snowshoe",0.0,,,47.7120,,,
-121.3225,4,keechelus-ridge-snowshoe,"Keechelus Ridge Snowshoe",1.5,v!,2100,47.3218,4900,,6.4
-121.4610,2,iron-mountain-trout-creek,"Iron Mountain - Trout Creek",2.0,,,47.8758,,,
-123.1908,3,jefferson-lake,"Jefferson Lake",2.3,,,47.6370,,,
-121.1660,6,ironstone-mountain,"Burnt Mountain",3.2,mvsapd,500,46.7152,6586,,5.0
-121.0625,4,jumpoff,"Jumpoff Joe Lookout",4.0,,,46.6216,,,
-122.3610,4,kayak-point-park,"Kayak Point Park",3.2,cekd,,48.1388,,,
-123.4364,5,julia-butler-hansen-nwr,"Julia Butler Hansen National Wildlife Refuge",2.2,ra,0,46.2565,20,,5.6
-124.3762,7,kalaloch-browns-point,"Kalaloch - Browns Point",3.9,ckd,25,47.6129,25,,4.0
-121.0865,8,josephine-lake,"Josephine Lake",3.4,lmvd,1800,47.7465,5150,,10.4
-121.3928,9,iron-horse-tunnel,"John Wayne Trail - The Tunnel",3.3,k,0,47.3930,1100,,5.3
-117.1360,9,kamiak-butte,"Kamiak Butte",3.6,mvsa,900,46.8905,3600,,3.5
-121.0826,0,jove-peak,"Jove Peak",0.0,,,47.8112,6007,,
-121.7653,9,juniper-ridge,"Juniper Ridge",3.9,mvspd,1900,46.3965,5611,,6.0
-123.0480,0,jones-island-trail,"Jones Island Trail",0.0,ca,,48.6153,,,
-121.6456,2,lake-philippa,"Lake Philippa",3.5,lwofve,,47.6493,,,9.0
-123.2347,17,lake-of-the-angels,"Lake of the Angels",4.4,lwmva,3400,47.5836,4950,,7.0
-121.2662,5,kennedy-hotsprings,"Kennedy Hotsprings",3.4,,,48.1549,,,
-121.6861,16,lake-ann,"Lake Ann (Mount Baker Highway)",4.1,lmvekd,1900,48.8511,4900,,8.2
-123.4524,2,klahhane-ridge-snowshoe,"Klahhane Ridge Snowshoe",2.0,v!,1500,47.9838,6080,,4.0
-123.1385,3,kennedy-falls,"Kennedy Falls",4.7,w,,47.0496,,,6.0
-123.3311,5,lacrosse-basin,"LaCrosse Basin",2.6,,,47.5162,,,
-121.8732,4,klapatche-park,"Klapatche Park",3.8,rlmvae,3300,46.8346,6000,,21.4
-121.0772,9,lake-janus-grizzly-peak,"Lake Janus and Grizzly Peak",3.0,mkd,1550,47.8023,4700,,7.2
-122.4600,1,lacamas-heritage-trail,"Lacamas Heritage Trail",2.0,rlwmakd!,,45.6367,,,7.0
-121.5525,8,killen-creek,"Killen Creek to High Camp",3.4,omvae,2300,46.2885,6900,,10.0
-121.9479,7,lake-christine,"Lake Christine",3.7,lm,,46.7746,,,
-121.2420,2,ladder-creek-falls,"Ladder Creek Falls",4.5,wok,,48.6749,660,,0.4
-120.7362,14,lake-ann-maple-pass-loop,"Lake Ann (Rainy Pass)",4.3,lwofmvpekd,700,48.5156,5500,,3.4
-121.8974,4,kraus-ridge,"Kraus Ridge",2.0,,1570,46.4649,2370,,8.8
-120.8862,7,koppen-mountain,"Koppen Mountain",3.4,fvsap,2300,47.3821,6031,,7.0
-122.1919,2,kirkland-cross-corridor-trail,"Cross Kirkland Corridor Trail",3.0,lfkd,,47.6807,,,11.5
-120.8820,3,lake-edna,"Lake Edna",2.3,lmvd,4500,47.6086,6735,,12.5
-122.2774,1,kloochman-butte-trail-180b,"Chinook Trail",4.0,fmvp,1340,45.7737,3780,,2.4
-121.0813,4,kloochman-rock,"Kloochman Rock",3.5,vs,,46.6306,,,
-120.9372,61,lake-ingalls,"Lake Ingalls",4.2,lwfmvape,2500,47.4367,6500,,9.0
-121.0240,3,klickitat-rail-trail-swale-canyon,"Klickitat Rail Trail - Swale Canyon",2.7,fmakd,450,45.7282,1550,,13.0
-122.1126,4,klondike-swamp,"Klondike Swamp",2.8,fkd,,47.5335,,,1.4
-118.4935,9,kettle-crest-south,"Kettle Crest South ",3.4,mvd,900,48.6311,6500,,5.0
-124.1083,5,kloshe-nanitch,"Kloshe Nanitch",3.4,mvsd,2200,48.0685,3160,,6.4
-121.3582,8,lake-lillian,"Twin Lakes and Lake Lillian",3.2,lomad,2000,47.3642,5300,,9.0
-121.7362,3,lake-hancock,"Lake Hancock ",1.7,,,47.5747,,,
-119.8667,4,lake-creek-1,"Lake Creek",2.2,m,,48.8848,,,
-121.4982,4,kincaid,Kincaid,2.5,,,46.7079,,,
-123.6044,4,lake-mills,"Smokey Bottom (West Lake Mills)",3.8,rofvak,300,48.0019,800,,3.8
-123.4319,8,lake-angeles,"Lake Angeles",2.9,le,2350,48.0391,4196,,7.4
-121.5994,0,jumbo-mountain,"Jumbo Mountain",0.0,,4500,48.1958,5840,,8.0
-121.5384,10,pratt-river-trail,"Pratt River Trail",3.4,rkd,100,47.5480,900,,6.0
-122.3056,0,des-moines-creek-trail,"Des Moines Creek Trail",0.0,fkd,235,47.4227,250,,4.0
-122.1528,4,goat-creek-loop,"Goat Creek Loop",2.8,rwofvpe,3200,46.4306,5250,,20.2
-120.9185,5,canyon-creek,"Canyon Creek",3.2,rmk,700,48.7063,2600,,7.0
-121.3940,2,diobsud-creek,"Diobsud Creek",4.0,rof,440,48.5893,900,,4.0
-122.5051,4,south-bay-trail,"South Bay Trail",4.0,ckd,20,48.7255,20,,4.0
-117.5628,0,chewelah-peak,"Chewelah Peak",0.0,mvsa,1851,48.3004,5773,,4.0
-122.2165,3,boundary-trail-mount-st.-helens,"Boundary Trail",3.0,mvape,,46.2765,,,
-121.7231,0,mount-si-creekside-loop,"Mount Si - Creekside Loop",0.0,rfvkd,,47.4880,,,
-122.0273,0,che-che-op-tin-trail,"Che-che-op-tin Trail",0.0,rvkd,10,45.6192,25,,1.0
-122.5457,1,banner-forest,"Banner Forest",3.0,fakd,50,47.4893,430,,4.0
-123.0514,0,glacial-heritage-preserve,"Glacial Heritage Preserve",0.0,,,46.8657,,,
-120.9031,1,mount-stuart,"Mount Stuart",5.0,,,47.4751,,,
-120.7013,0,rainbow-falls-mist-trail,"Rainbow Falls Mist Trail",0.0,wofk,30,48.3422,1200,,0.2
-122.1727,0,angels-rest,"Angel's Rest",0.0,rm,1500,45.5602,1600,,4.8
-121.7362,2,golden-gate-loop,"Golden Gate Loop",4.0,rwmvp,1160,46.7863,6400,,4.0
-119.9532,5,tiffany-lake,"Tiffany Lake",2.0,lek,200,48.7000,6750,,3.0
-121.9712,0,big-bend-natural-area,"Big Bend/Landsburg Reach Natural Area",0.0,rfkd,,47.3751,,,2.0
-121.6711,1,augspurger-mountain-north,"Augspurger Mountain - North",3.0,fmvspd,1100,45.7720,3667,,2.8
-121.7716,7,tin-can-gap,"Tin Can Gap",3.9,,2800,48.1937,5800,,12.0
-117.1027,0,mount-spokane-state-park-snowshoe-summit-route,"Mount Spokane State Park - Snowshoe Summit Route",0.0,vsd,1328,47.9047,5883,,4.0
-122.4086,2,maury-island-marine-park,"Maury Island Marine Park",4.0,cakd,500,47.3818,500,,3.0
-122.9017,1,burfoot-park,"Burfoot Park",3.0,ckd,150,47.1325,200,,3.0
-121.0804,0,sahale-peak,"Sahale Peak",0.0,,,48.4820,,,
-122.1781,1,bellevue-botanical-garden,"Bellevue Botanical Garden",5.0,wmak,,47.6100,,,1.7
-120.2236,2,chelan-sawtooth-loop,"Sawtooth Lakes Loop",4.0,lfmvsaped,4200,48.2188,8000,,24.0
-122.1077,0,tam-oshanter-viewpoint-open-space-trails,"Tam O'Shanter - Viewpoint Open Space Trails",0.0,fmakd,150,47.6244,320,,1.5
-121.7414,5,nisqually-vista-loop,"Nisqually Vista Loop",3.4,mvak,200,46.7848,5400,,1.1
-121.4433,0,melakwa-pratt-lakes-traverse,"Melakwa - Pratt Lake Traverse",0.0,lwvped,2300,47.4154,4700,,11.7
-121.2843,12,alta-mountain,"Alta Mountain",4.6,rlwmvspe,3300,47.3980,6151,,12.0
-122.8916,0,crescent-beach-preserve,"Crescent Beach Preserve",0.0,,40,48.6960,60,,1.5
-121.8965,0,dry-creek-falls,"Dry Creek Falls",0.0,w,750,45.6624,875,,5.2
-118.6641,0,curlew-lake-nature-trail,"Curlew Lake Nature Trail",0.0,,160,48.7178,2500,,1.6
-121.4156,0,olallie-mountain-snowshoe,"Olallie Mountain Snowshoe",0.0,sd,,47.4265,,,
-120.8403,0,upper-stehekin-valley-road-trail,"Upper Stehekin Valley Road Trail",0.0,rwofmve,1100,48.3807,2400,,11.4
-117.1130,0,mica-peak,"Mica Peak",0.0,fvsad,2000,47.5824,4800,,
-122.3743,1,point-robinson-park,"Point Robinson Park",4.0,ckd,100,47.3882,,,0.5
-120.5673,0,irene-rinehart-riverfront-park,"Irene Rinehart Riverfront Park",0.0,,,46.9785,,,
-122.9052,1,maple-valley-loop,"Dosewallips State Park - Maple Valley Loop",4.0,ofakd,,47.6905,,,1.5
-121.9794,0,west-tiger-no-1-via-dwights-way,"West Tiger No. 1 via Dwight's Way",0.0,fmvsd,2500,47.5304,2948,,8.0
-117.8337,0,folsom-farm-smick-meadows,"Folsom Farm - Smick Meadows",0.0,lakd,,47.3835,,,
-119.9731,0,beebe-creek-wildlife-area,"Beebe Creek Wildlife Area",0.0,rmvakd,0,47.8194,,,2.0
-122.4136,0,port-of-skagit-nature-trails,"Port of Skagit Trails",0.0,kd,,48.4575,,,10.0
-117.1964,0,browns-lake,"Browns Lake",0.0,lak,20,48.4362,2440,,1.0
-120.8223,0,upper-twin-lake,"Upper Twin Lake",0.0,rlakd,300,47.8960,,,5.0
-121.4437,0,palmer-mountain,"Palmer Mountain",0.0,s,5051,47.7398,4206,,
-122.4531,4,pine-marten-trail,"Pine Marten Trail",3.2,,,48.6913,,,
-121.4904,1,lester-ghost-town,"Lester Ghost Town",5.0,rmvkd,300,47.2099,1640,,7.5
-121.0925,0,stacker-butte,"Stacker Butte",0.0,,1150,45.6949,3200,,5.0
-117.0624,0,roosevelt-grove-of-ancient-cedars,"Roosevelt Grove of Ancient Cedars",0.0,,300,48.7665,3600,,2.5
-122.9771,0,turtleback-mountain-preserve-ship-peak-loop,"Turtleback Mountain Preserve: Ship Peak Loop",0.0,cvkd,860,48.6416,931,,2.9
-122.6955,0,strawberry-bay-and-reef-point,"Strawberry Bay and Reef Point",0.0,,2180,48.5867,960,,10.0
-121.5740,4,spring-creek-green-mountain,"Spring Creek - Green Mountain",3.5,oms,1200,46.3305,5107,,8.2
-121.8458,2,langille-ridge-trail,"Langille Ridge Trail",2.5,,,46.3661,,,
-118.7281,0,thirteenmile-via-bear-pot-trailhead,"Thirteenmile via Bear Pot",0.0,,,48.4813,,,
-122.0867,15,margarets-way,"Margaret's Way",3.5,ofvd,1500,47.5066,1730,,5.5
-124.6382,14,rialto-beach-hole-in-the-wall,"Rialto Beach and Hole-in-the-Wall",3.9,caek,0,47.9211,0,,4.0
-123.9512,4,spruce-nature-trail-hoh,"Spruce Nature Trail (Hoh)",3.5,roak,,47.8536,,,1.2
-117.1817,0,antoine-peak-robbins-road-loop,"Antoine Peak - Robbins Road Snowshoe Loop",0.0,vd,250,47.7214,,,2.0
-117.1026,0,eight-peaks-tour,"Mount Spokane State Park - Eight Peaks Tour",0.0,ofmvsapd,,47.9047,5889,,25.0
